title,catalogue_price,rating_text,catalogue_availability,detail_url,image_url,category,description,upc,product_type,price_excl_tax,price_incl_tax,tax,availability_detail,num_reviews
I Am Pilgrim (Pilgrim #1),Â£10.60,Four,In stock,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,Fiction,"A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afgh A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afghanistan. A flawless plot to commit an appalling crime against humanity. One path links them all, and only one man can make the journey.Pilgrim. ...more",aeff7b87a8e83ebb,Books,Â£10.60,Â£10.60,Â£0.00,In stock (14 available),0
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Â£14.75,Five,In stock,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,https://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg,Humor,"This is a book I wrote. Because I wrote it, I had to figure out what to put on the back cover to explain what it is. I tried to write a long, third-person summary that would imply how great the book is and also sound vaguely authoritative--like maybe someone who isnât me wrote it--but I soon discovered that Iâm not sneaky enough to pull it off convincingly. So I decided to This is a book I wrote. Because I wrote it, I had to figure out what to put on the back cover to explain what it is. I tried to write a long, third-person summary that would imply how great the book is and also sound vaguely authoritative--like maybe someone who isnât me wrote it--but I soon discovered that Iâm not sneaky enough to pull it off convincingly. So I decided to just make a list of things that are in the book:PicturesWordsStories about things that happened to meStories about things that happened to other people because of meEight billion dollars*Stories about dogsThe secret to eternal happiness**These are lies. Perhaps I have underestimated my sneakiness! ...more",fbb21a2f71f4d981,Books,Â£14.75,Â£14.75,Â£0.00,In stock (14 available),0
"Hush, Hush (Hush, Hush #1)",Â£47.02,Three,In stock,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,https://books.toscrape.com/media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg,Default,"A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of t A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel.For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life. ...more",6b6cd77fbc91b7a6,Books,Â£47.02,Â£47.02,Â£0.00,In stock (14 available),0
Hold Your Breath (Search and Rescue #1),Â£28.82,One,In stock,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,https://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg,Romance,"In the remote Rocky Mountains, lives depend on the Search & Rescue brotherhood. But in a place this far off the map, trust is hard to come by and secrets can be murder...As the captain of Field County's ice rescue dive team, Callum Cook is driven to perfection. But when he meets new diver Louise ""Lou"" Sparks, all that hard-won order is obliterated in an instant. Lou is In the remote Rocky Mountains, lives depend on the Search & Rescue brotherhood. But in a place this far off the map, trust is hard to come by and secrets can be murder...As the captain of Field County's ice rescue dive team, Callum Cook is driven to perfection. But when he meets new diver Louise ""Lou"" Sparks, all that hard-won order is obliterated in an instant. Lou is a hurricane. A walking disaster. And with her, he's never felt more alive...even if keeping her safe may just kill him.Lou's new to the Rockies, intent on escaping her controlling ex, and she's determined to make it on her own terms...no matter how tempting Callum may be. But when a routine training exercise unearths a body, Lou and Callum find themselves thrust into a deadly game of cat and mouse with a killer who will stop at nothing to silence Lou-and prove that not even her new Search and Rescue family can keep her safe forever. ...more",0b165bd4b9f42fd5,Books,Â£28.82,Â£28.82,Â£0.00,In stock (14 available),0
Hamilton: The Revolution,Â£58.79,Three,In stock,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,https://books.toscrape.com/media/cache/34/ef/34ef0844cb1fbca6ab73444087fcf0e6.jpg,Nonfiction,"Lin-Manuel Miranda's groundbreaking musical Hamilton is as revolutionary as its subject, the poor kid from the Caribbean who fought the British, defended the Constitution, and helped to found the United States. Fusing hip-hop, pop, R&B, and the best traditions of theater, this once-in-a-generation show broadens the sound of Broadway, reveals the storytelling power of r Lin-Manuel Miranda's groundbreaking musical Hamilton is as revolutionary as its subject, the poor kid from the Caribbean who fought the British, defended the Constitution, and helped to found the United States. Fusing hip-hop, pop, R&B, and the best traditions of theater, this once-in-a-generation show broadens the sound of Broadway, reveals the storytelling power of rap, and claims our country's origins for a diverse new generation.HAMILTON: THE REVOLUTION gives readers an unprecedented view of both revolutions, from the only two writers able to provide it. Miranda, along with Jeremy McCarter, a cultural critic and theater artist who was involved in the project from its earliest stages--""since before this was even a show,"" according to Miranda--traces its development from an improbable perforÂ­mance at the White House to its landmark opening night on Broadway six years later. In addition, Miranda has written more than 200 funny, revealing footnotes for his award-winning libretto, the full text of which is published here.Their account features photos by the renowned Frank Ockenfels and veteran Broadway photographer, Joan Marcus; exclusive looks at notebooks and emails; interviews with Questlove, Stephen SondÂ­heim, leading political commentators, and more than 50 people involved with the production; and multiple appearances by PresiÂ­dent Obama himself. The book does more than tell the surprising story of how a Broadway musical became a national phenomenon: It demonstrates that America has always been renewed by the brash upstarts and brilliant outsiders, the men and women who don't throw away their shot. ...more",afa829857f82f99e,Books,Â£58.79,Â£58.79,Â£0.00,In stock (14 available),0
Greek Mythic History,Â£10.23,Five,In stock,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,https://books.toscrape.com/media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg,Default,"As far back as the fifth century BCE Pherecydes and others attempted to integrate city-state stories into a coherent mythic Greek pre-history. Science unavailable to ancient sources helped guide author Spencer Clevenger to critical insights and intriguing results. In ""Greek Mythic History,"" he weaves myths concerning gods, kings, and heroes into their intended time and pla As far back as the fifth century BCE Pherecydes and others attempted to integrate city-state stories into a coherent mythic Greek pre-history. Science unavailable to ancient sources helped guide author Spencer Clevenger to critical insights and intriguing results. In ""Greek Mythic History,"" he weaves myths concerning gods, kings, and heroes into their intended time and place and offers a concise retelling of Greek myths from a historic perspective. Capitalizing on modern discoveries, Clevenger tells the story in chronological order, starting with the creation of the cosmos and ending in the Dark Ages when poets began to write down their myths and stories. Neither history nor mythology, the stories depict what history might be if the myths were interpreted more literally.With maps and exhibits included, ""Greek Mythic History"" provides a comprehensive retelling of the various Hellenic myths in a logical historical sequence, and places nearly the entire canon into context. ...more",f201f263d8c23f97,Books,Â£10.23,Â£10.23,Â£0.00,In stock (14 available),0
God: The Most Unpleasant Character in All Fiction,Â£30.03,Five,In stock,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg,Religion,"What words come to mind when we think of God? Merciful? Just? Compassionate? In fact, the Bible lays out Godâs primary qualities clearly: jealous, petty, unforgiving, bloodthirsty, vindictiveâand worse! Originally conceived as a joint presentation between influential thinker and bestselling author Richard Dawkins and former evangelical preacher Dan Barker, this unique book What words come to mind when we think of God? Merciful? Just? Compassionate? In fact, the Bible lays out Godâs primary qualities clearly: jealous, petty, unforgiving, bloodthirsty, vindictiveâand worse! Originally conceived as a joint presentation between influential thinker and bestselling author Richard Dawkins and former evangelical preacher Dan Barker, this unique book provides an investigation into what may be the most unpleasant character in all fiction. Barker combs through both the Old and New Testament (as well as thirteen different editions of the âGood Bookâ), presenting powerful evidence for why the Scripture shouldnât govern our everyday lives. This witty, well-researched book suggests that we should move past the Bible and clear a path to a kinder and more thoughtful world. ...more",eec424a84c9e4c68,Books,Â£30.03,Â£30.03,Â£0.00,In stock (14 available),0
Glory over Everything: Beyond The Kitchen House,Â£45.84,Three,In stock,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,https://books.toscrape.com/media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg,Historical Fiction,"From the author of the New York Times bestseller and beloved book club favorite The Kitchen House, a novel of family and long-buried secrets along the treacherous Underground Railroad.Jamie Pyke, son of both a slave and master of Tall Oakes, has a deadly secret that compels him to take a treacherous journey through the Underground Railroad.Published in 2010, The Kitchen Ho From the author of the New York Times bestseller and beloved book club favorite The Kitchen House, a novel of family and long-buried secrets along the treacherous Underground Railroad.Jamie Pyke, son of both a slave and master of Tall Oakes, has a deadly secret that compels him to take a treacherous journey through the Underground Railroad.Published in 2010, The Kitchen House became a grassroots bestseller. Fans connected so deeply to the bookâs characters that the author, Kathleen Grissom, found herself being asked over and over âwhat happens next?â The wait is finally over.This new, stand-alone novel opens in 1830, and Jamie, who fled from the Virginian plantation he once called home, is passing in Philadelphia society as a wealthy white silversmith. After many years of striving, Jamie has achieved acclaim and security, only to discover that his aristocratic lover Caroline is pregnant. Before he can reveal his real identity to her, he learns that his beloved servant Pan has been captured and sold into slavery in the South. Panâs father, to whom Jamie owes a great debt, pleads for Jamieâs help, and Jamie agrees, knowing the journey will take him perilously close to Tall Oakes and the ruthless slave hunter who is still searching for him. Meanwhile, Carolineâs father learns and exposes Jamieâs secret, and Jamie loses his home, his business, and finally Caroline.Heartbroken and with nothing to lose, Jamie embarks on a trip to a North Carolina plantation where Pan is being held with a former Tall Oakes slave named Sukey, who is intent on getting Pan to the Underground Railroad. Soon the three of them are running through the Great Dismal Swamp, the notoriously deadly hiding place for escaped slaves. Though they have help from those in the Underground Railroad, not all of them will make it out alive. ...more",de4b403cb629a29f,Books,Â£45.84,Â£45.84,Â£0.00,In stock (14 available),0
Feathers: Displays of Brilliant Plumage,Â£49.05,Three,In stock,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,https://books.toscrape.com/media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg,Art,"Exquisite images from award-winning National Geographic photographer Robert Clark offer a captivating perspective on the vast beauty and myriad functions of a seemingly simple thing: the bird feather. Each detailed close-up is paired with informative text about the utility and evolution of the feather it depicts, making this handsome marriage of art and science the ideal g Exquisite images from award-winning National Geographic photographer Robert Clark offer a captivating perspective on the vast beauty and myriad functions of a seemingly simple thing: the bird feather. Each detailed close-up is paired with informative text about the utility and evolution of the feather it depicts, making this handsome marriage of art and science the ideal gift for bird lovers, natural history buffs, and photography enthusiasts. ...more",9194ae88379dbf1a,Books,Â£49.05,Â£49.05,Â£0.00,In stock (14 available),0
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Â£15.06,Four,In stock,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,https://books.toscrape.com/media/cache/11/e2/11e227bdb5fe8b43dcc2366a157a47c2.jpg,Nonfiction,"From the winner of the National Book Award and the National Books Criticsâ Circle Awardâand one of the most original thinkers of our timeâa riveting collection of essays about places in dramatic transition.Far and Away collects Andrew Solomonâs writings about places undergoing seismic shiftsâpolitical, cultural, and spiritual. Chronicling his stint on the barricades in Mos From the winner of the National Book Award and the National Books Criticsâ Circle Awardâand one of the most original thinkers of our timeâa riveting collection of essays about places in dramatic transition.Far and Away collects Andrew Solomonâs writings about places undergoing seismic shiftsâpolitical, cultural, and spiritual. Chronicling his stint on the barricades in Moscow in 1991, when he joined artists in resisting the coup whose failure ended the Soviet Union, his 2002 account of the rebirth of culture in Afghanistan following the fall of the Taliban, his insightful appraisal of a Myanmar seeped in contradictions as it slowly, fitfully pushes toward freedom, and many other stories of profound upheaval, this book provides a unique window onto the very idea of social change. With his signature brilliance and compassion, Solomon demonstrates both how history is altered by individuals, and how personal identities are altered when governments alter.A journalist and essayist of remarkable perception and prescience, Solomon captures the essence of these cultures. Ranging across seven continents and twenty-five years, Far and Away takes a magnificent journey into the heart of extraordinarily diverse experiences, yet Solomon finds a common humanity wherever he travels. Illuminating the development of his own genius, his stories are always intimate and often both funny and deeply moving. ...more",ac4dde0d1be05de0,Books,Â£15.06,Â£15.06,Â£0.00,In stock (14 available),0
Every Last Word,Â£46.47,Three,In stock,https://books.toscrape.com/catalogue/every-last-word_693/index.html,https://books.toscrape.com/media/cache/92/e7/92e7f0a8ca38964fea93e911aefbf6c9.jpg,Default,"If you could read my mind, you wouldn't be smiling.Samantha McAllister looks just like the rest of the popular girls in her junior class. But hidden beneath the straightened hair and expertly applied makeup is a secret that her friends would never understand: Sam has Purely-Obsessional OCD and is consumed by a stream of dark thoughts and worries that she can't turn off. Se If you could read my mind, you wouldn't be smiling.Samantha McAllister looks just like the rest of the popular girls in her junior class. But hidden beneath the straightened hair and expertly applied makeup is a secret that her friends would never understand: Sam has Purely-Obsessional OCD and is consumed by a stream of dark thoughts and worries that she can't turn off. Second-guessing every move, thought, and word makes daily life a struggle, and it doesn't help that her lifelong friends will turn toxic at the first sign of a wrong outfit, wrong lunch, or wrong crush. Yet Sam knows she'd be truly crazy to leave the protection of the most popular girls in school. So when Sam meets Caroline, she has to keep her new friend with a refreshing sense of humor and no style a secret, right up there with Sam's weekly visits to her psychiatrist.Caroline introduces Sam to Poet's Corner, a hidden room and a tight-knit group of misfits who have been ignored by the school at large. Sam is drawn to them immediately, especially a guitar-playing guy with a talent for verse, and starts to discover a whole new side of herself. Slowly, she begins to feel more ""normal"" than she ever has as part of the popular crowd . . . until she finds a new reason to question her sanity and all she holds dear. ...more",a2bd4ca82d908442,Books,Â£46.47,Â£46.47,Â£0.00,In stock (14 available),0
Eligible (The Austen Project #4),Â£27.09,Three,In stock,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,https://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg,Fiction,"A Modern Retelling of Pride and PrejudiceThis version of the Bennet familyâand Mr. Darcyâis one that you have and havenât met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to helpâand discover that the spr A Modern Retelling of Pride and PrejudiceThis version of the Bennet familyâand Mr. Darcyâis one that you have and havenât met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to helpâand discover that the sprawling Tudor they grew up in is crumbling and the family is in disarray.Youngest sisters Kitty and Lydia are too busy with their CrossFit workouts and Paleo diets to get jobs. Mary, the middle sister, is earning her third online masterâs degree and barely leaves her room, except for those mysterious Tuesday-night outings she wonât discuss. And Mrs. Bennet has one thing on her mind: how to marry off her daughters, especially as Janeâs fortieth birthday fast approaches.Enter Chip Bingley, a handsome new-in-town doctor who recently appeared on the juggernaut reality TV dating show Eligible. At a Fourth of July barbecue, Chip takes an immediate interest in Jane, but Chipâs friend neurosurgeon Fitzwilliam Darcy reveals himself to Liz to be much less charming. . . .And yet, first impressions can be deceiving. ...more",9eaf58b03a2779cc,Books,Â£27.09,Â£27.09,Â£0.00,In stock (14 available),0
El Deafo,Â£57.62,Five,In stock,https://books.toscrape.com/catalogue/el-deafo_691/index.html,https://books.toscrape.com/media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg,Sequential Art,"Starting at a new school is scary, even more so with a giant hearing aid strapped to your chest! At her old school, everyone in Cece's class was deaf. Here she is different. She is sure the kids are staring at the Phonic Ear, the powerful aid that will help her hear her teacher. Too bad it also seems certain to repel potential friends. Then Cece makes a startling discovery Starting at a new school is scary, even more so with a giant hearing aid strapped to your chest! At her old school, everyone in Cece's class was deaf. Here she is different. She is sure the kids are staring at the Phonic Ear, the powerful aid that will help her hear her teacher. Too bad it also seems certain to repel potential friends. Then Cece makes a startling discovery. With the Phonic Ear she can hear her teacher not just in the classroom, but anywhere her teacher is in school--in the hallway...in the teacher's lounge...in the bathroom! This is power. Maybe even superpower! Cece is on her way to becoming El Deafo, Listener for All. But the funny thing about being a superhero is that it's just another way of feeling different... and lonely. Can Cece channel her powers into finding the thing she wants most, a true friend?This funny perceptive graphic novel memoir about growing up hearing impaired is also an unforgettable book about growing up, and all the super and super embarrassing moments along the way. ...more",27c5968fe43cc06e,Books,Â£57.62,Â£57.62,Â£0.00,In stock (14 available),0
Eight Hundred Grapes,Â£14.39,Four,In stock,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,https://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg,Fiction,"There are secrets you share, and secrets you hideâ¦Growing up on her familyâs Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her motherâs lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Geo There are secrets you share, and secrets you hideâ¦Growing up on her familyâs Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her motherâs lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Georgia discovers her beloved fiancÃ© has been keeping a secret so explosive, it will change their lives forever.Georgia does what sheâs always done: she returns to the family vineyard, expecting the comfort of her long-married parents, and her brothers, and everything familiar. But it turns out her fiancÃ© is not the only one whoâs been keeping secretsâ¦ ...more",1d6dd0c87d90fe92,Books,Â£14.39,Â£14.39,Â£0.00,In stock (14 available),0
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Â£51.75,Five,In stock,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,https://books.toscrape.com/media/cache/b1/e1/b1e15eef42c0d71596f9f9ad4e9f48b0.jpg,Nonfiction,"Vegan chef and wellness expert Jason Wrobel offers up a comprehensive recipe and lifestyle book with practical tips for creating drool-worthy dishes with specific nutritional benefits. While at its core Eaternity is a cookbook, itâs so much more than that. In it, Jason explains which foods contain active ingredients to support health and longevity. Now, you might be thinki Vegan chef and wellness expert Jason Wrobel offers up a comprehensive recipe and lifestyle book with practical tips for creating drool-worthy dishes with specific nutritional benefits. While at its core Eaternity is a cookbook, itâs so much more than that. In it, Jason explains which foods contain active ingredients to support health and longevity. Now, you might be thinking, âWhatâs the big deal about living a long time?â Well, if youâre having a pretty good time here on planet Earth, wouldnât you want to stick around as long as possible to enjoy it? And wouldnât you want to feel great the entire time?Â  Unlike most cookbooks that merely tell you what to eat and how to make it, Eaternity gives you the current research and science behind common public health concerns, and explains why you should eat certain foods based on your individual goalsâwhether itâs to lose weight, have more energy, sleep sounder, feel stronger, or get your libido running (ooh, la la!).Eaternity has 150+ nutritious yet delicious meat-free recipes that will satisfy all of your insane comfort-food cravings, because letâs face itânot everyone is ready for wheatgrass shots, seaweed salads, and buckwheat granola! It features such fan favorites as Chocolate Avocado Jungle Peanut Pudding, Superfood Caesar Salad, Coconut Milk Asparagus Risotto, Spicy Sweet Potato Tortilla Soup, andâwait for itâSalted Caramel Waffles. One bite and youâll be obsessed, Jess. With a refreshingly light, no-pressure vibe, wicked humor, and stunning food photography, Eaternity makes it easy to get on board and feel frigginâ awesome! Itâs Nutrition 101 meets jaw-dropping food porn, taught by a comedian in a chefâs coat. Boom! ...more",a01f6d368ef64dc5,Books,Â£51.75,Â£51.75,Â£0.00,In stock (14 available),0
"Eat Fat, Get Thin",Â£54.07,Two,In stock,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,https://books.toscrape.com/media/cache/62/3f/623f8e7f7432ce744f4318aae8166ce4.jpg,Health,Originally released by Hachettee Audio A2015.,047dfa57ba0bf638,Books,Â£54.07,Â£54.07,Â£0.00,In stock (14 available),0
Don't Get Caught,Â£55.35,One,In stock,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,https://books.toscrape.com/media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg,Young Adult,"10:00 tonight at the water tower. Tell no one. -Chaos ClubWhen Max receives a mysterious invite from the untraceable, epic prank-pulling Chaos Club, he has to ask: why him? After all, he's Mr. 2.5 GPA, Mr. No Social Life. He's Just Max. And his favorite heist movies have taught him this situation calls for Rule #4: Be suspicious. But it's also his one shot to leave Just Ma 10:00 tonight at the water tower. Tell no one. -Chaos ClubWhen Max receives a mysterious invite from the untraceable, epic prank-pulling Chaos Club, he has to ask: why him? After all, he's Mr. 2.5 GPA, Mr. No Social Life. He's Just Max. And his favorite heist movies have taught him this situation calls for Rule #4: Be suspicious. But it's also his one shot to leave Just Max in the dust...Yeah, not so much. Max and four fellow students-who also received invites-are standing on the newly defaced water tower when campus security ""catches"" them. Definitely a setup. And this time, Max has had enough. It's time for Rule #7: Always get payback.Let the prank war begin. ...more",ad2887ce04583910,Books,Â£55.35,Â£55.35,Â£0.00,In stock (14 available),0
Doctor Sleep (The Shining #2),Â£40.12,Two,In stock,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,https://books.toscrape.com/media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg,Horror,"Stephen King returns to the characters and territory of one of his most popular novels ever, The Shining, in this instantly riveting novel about the now middle-aged Dan Torrance (the boy protagonist of The Shining) and the very special twelve-year-old girl he must save from a tribe of murderous paranormals.On highways across America, a tribe of people called The True Knot Stephen King returns to the characters and territory of one of his most popular novels ever, The Shining, in this instantly riveting novel about the now middle-aged Dan Torrance (the boy protagonist of The Shining) and the very special twelve-year-old girl he must save from a tribe of murderous paranormals.On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmlessâmostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and spunky twelve-year-old Abra Stone learns, The True Knot are quasi-immortal, living off the âsteamâ that children with the âshiningâ produce when they are slowly tortured to death.Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his fatherâs legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant âshiningâ power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes âDoctor Sleep.âThen Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Danâs own demons and summons him to a battle for Abraâs soul and survival. This is an epic war between good and evil, a gory, glorious story that will thrill the millions of devoted readers of The Shining and satisfy anyone new to the territory of this icon in the King canon. ...more",bf5de316a5e9a4ab,Books,Â£40.12,Â£40.12,Â£0.00,In stock (14 available),0
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Â£37.51,Five,In stock,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,https://books.toscrape.com/media/cache/8f/80/8f8074d9f035c2a0ef8595ad89f7bcc8.jpg,Fantasy,"Magic, monsters, and mayhem abound when Percy Jackson and Annabeth Chase meet Carter and Sadie Kane for the first time. Weird creatures are appearing in unexpected places, and the demigods and magicians have to team up to take them down. As they battle with Celestial Bronze and glowing hieroglyphs, the four heroes find that they have a lot in common--and more power than th Magic, monsters, and mayhem abound when Percy Jackson and Annabeth Chase meet Carter and Sadie Kane for the first time. Weird creatures are appearing in unexpected places, and the demigods and magicians have to team up to take them down. As they battle with Celestial Bronze and glowing hieroglyphs, the four heroes find that they have a lot in common--and more power than they ever thought possible. But will their combined forces be enough to foil an ancient enemy who is mixing Greek and Egyptian incantations for an evil purpose? Rick Riordan wields his usual storytelling magic in this adrenaline-fueled adventure. ...more",3c6fe637a0180b01,Books,Â£37.51,Â£37.51,Â£0.00,In stock (14 available),0
Dear Mr. Knightley,Â£11.21,Five,In stock,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,https://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg,Fiction,"Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her tr Dear Mr. Knightley is a contemporary epistolary novel with a delightful dash of Jane Austen.Samantha Moore survived years of darkness in the foster care system by hiding behind her favorite characters in literature, even adopting their very words. Her fictional friends give her an identity, albeit a borrowed one. But most importantly, they protect her from revealing her true self and encountering more pain.After college, Samantha receives an extraordinary opportunity. The anonymous âMr. Knightleyâ offers her a full scholarship to earn her graduate degree at the prestigious Medill School of Journalism. The sole condition is that Sam write to Mr. Knightley regularly to keep him apprised of her progress.As Samâs true identity begins to reveal itself through her letters, her heart begins to soften to those around herâa damaged teenager and fellow inhabitant of Grace House, her classmates at Medill, and, most powerfully, successful novelist Alex Powell. But just as Sam finally begins to trust, she learns that Alex has secrets of his ownâsecrets that, for better or for worse, make it impossible for Sam to hide behind either her characters or her letters. ...more",94a958ea126cdcd5,Books,Â£11.21,Â£11.21,Â£0.00,In stock (14 available),0
